Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio
Dell,Professional,Intel,6,3.5,NVIDIA,NVIDIA RTX,32,512.0,15.6,2100,1831,1938,1462,1.33
ASUS,Student,AMD,6,3.0,AMD,AMD Radeon,16,256.0,13.3,1814,720,1158,762,1.52
MSI,Professional,Intel,6,2.8,AMD,AMD Radeon,32,512.0,15.6,1662,1485,1556,1758,0.89
Apple,Professional,Intel,6,3.3,AMD,AMD Radeon,16,1024.0,15.6,1950,1861,1897,2453,0.77
ASUS,Professional,Intel,6,3.6,NVIDIA,NVIDIA GeForce,32,512.0,15.6,2156,1947,2031,880,2.31
Lenovo,Professional,Intel,12,2.8,NVIDIA,NVIDIA GeForce,32,512.0,15.6,3361,2248,2693,1587,1.7
Acer,Basic,Intel,2,2.5,Intel,Intel Iris Xe,4,128.0,15.6,492,282,366,363,1.01
Lenovo,Professional,Intel,12,4.4,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,5275,3211,4037,1073,3.76
MSI,Student,AMD,4,2.9,AMD,AMD Radeon,8,256.0,17.3,1160,596,821,598,1.37
HP,Student,Intel,4,2.1,AMD,AMD Radeon,8,512.0,13.3,840,1052,967,690,1.4
Lenovo,Gaming,Intel,8,5.2,AMD,AMD Radeon,16,1024.0,13.3,4149,6872,5782,3307,1.75
Apple,Student,Intel,6,2.7,Intel,Intel UHD,8,256.0,14.0,1601,1278,1407,582,2.42
Acer,Professional,Intel,8,2.8,AMD,AMD Radeon,32,512.0,16.0,2210,1947,2052,1043,1.97
Dell,Basic,Intel,2,2.7,AMD,AMD Radeon,4,256.0,15.6,535,416,464,171,2.71
Acer,Student,AMD,4,2.5,Intel,Intel Iris Xe,8,512.0,15.6,1018,1342,1213,403,3.01
Dell,Professional,Intel,8,4.3,AMD,AMD Radeon,32,1024.0,17.3,3418,3592,3522,920,3.83
Dell,Basic,Intel,4,2.2,Intel,Intel Iris Xe,8,256.0,16.0,860,500,644,548,1.18
HP,Basic,Intel,4,2.2,Intel,Intel UHD,4,128.0,13.3,861,247,492,240,2.05
Dell,Student,Intel,6,2.9,AMD,AMD Radeon,16,256.0,15.6,1720,1494,1584,852,1.86
Lenovo,Gaming,AMD,8,5.0,NVIDIA,NVIDIA GeForce,32,512.0,15.6,3986,8359,6610,1451,4.56
MSI,Basic,AMD,2,2.4,Intel,Intel UHD,4,256.0,15.6,488,411,442,396,1.12
Acer,Student,Intel,6,2.3,Intel,Intel UHD,8,512.0,14.0,1353,1172,1244,427,2.91
Razer,Basic,Intel,2,2.6,AMD,AMD Radeon,4,128.0,15.6,519,721,640,283,2.26
HP,Gaming,Intel,12,3.7,NVIDIA,NVIDIA GeForce,32,2048.0,17.3,4425,14207,10294,1495,6.89
Dell,Student,AMD,4,2.6,Intel,Intel Iris Xe,8,256.0,13.3,1033,1361,1230,440,2.8
Razer,Basic,Intel,4,1.9,AMD,AMD Radeon,4,256.0,15.6,752,673,705,438,1.61
Dell,Student,Intel,6,2.4,AMD,AMD Radeon,8,512.0,13.3,1447,1017,1189,946,1.26
Lenovo,Student,Intel,4,3.1,Intel,Intel Iris Xe,8,512.0,16.0,1234,1267,1254,558,2.25
Lenovo,Professional,Intel,6,3.5,NVIDIA,NVIDIA RTX,16,512.0,17.3,2128,3491,2945,1728,1.7
Lenovo,Basic,Intel,2,1.9,Intel,Intel UHD,4,512.0,15.6,378,484,441,440,1.0
Acer,Student,Intel,6,2.5,Intel,Intel Iris Xe,16,256.0,15.6,1480,1154,1285,592,2.17
ASUS,Gaming,AMD,8,5.1,AMD,AMD Radeon,32,512.0,15.6,4074,13285,9601,1182,8.12
ASUS,Basic,AMD,4,2.0,Intel,Intel Iris Xe,4,256.0,14.0,814,729,763,334,2.28
Apple,Gaming,Intel,8,3.6,AMD,AMD Radeon,32,512.0,14.0,2885,10090,7208,3791,1.9
Lenovo,Professional,Intel,8,2.8,NVIDIA,NVIDIA GeForce,32,512.0,15.6,2279,3959,3287,1429,2.3
HP,Professional,Intel,6,3.1,NVIDIA,NVIDIA GeForce,16,512.0,14.0,1861,3944,3111,932,3.34
HP,Gaming,AMD,16,4.3,NVIDIA,NVIDIA RTX,32,2048.0,14.0,6914,5759,6221,1593,3.91
Apple,Student,Intel,4,2.9,Intel,Intel UHD,8,256.0,15.6,1165,1045,1093,615,1.78
ASUS,Student,Intel,4,2.5,AMD,AMD Radeon,8,512.0,15.6,1003,1456,1275,520,2.45
Lenovo,Gaming,Intel,12,4.2,NVIDIA,NVIDIA GeForce,32,512.0,13.3,5002,8153,6892,1192,5.78
Acer,Basic,Intel,2,2.6,Intel,Intel Iris Xe,4,256.0,14.0,527,573,554,150,3.69
Lenovo,Basic,Intel,4,2.8,AMD,AMD Radeon,4,128.0,15.6,1104,653,833,433,1.92
Dell,Basic,Intel,2,1.7,AMD,AMD Radeon,4,256.0,15.6,344,339,341,477,0.71
Lenovo,Basic,AMD,2,2.4,AMD,AMD Radeon,4,256.0,16.0,478,431,449,301,1.49
HP,Gaming,Intel,12,3.6,AMD,AMD Radeon,32,2048.0,15.6,4359,9652,7535,3140,2.4
Lenovo,Student,Intel,6,3.3,AMD,AMD Radeon,16,256.0,14.0,1972,899,1328,573,2.32
HP,Professional,Intel,8,2.9,NVIDIA,NVIDIA GeForce,16,1024.0,14.0,2304,2038,2144,1963,1.09
ASUS,Basic,Intel,4,2.2,AMD,AMD Radeon,4,128.0,16.0,898,780,827,456,1.81
ASUS,Basic,Intel,2,1.7,AMD,AMD Radeon,8,256.0,14.0,330,402,373,247,1.51
Acer,Student,AMD,6,2.7,Intel,Intel UHD,8,256.0,17.3,1640,1352,1467,593,2.47
HP,Student,Intel,4,3.4,AMD,AMD Radeon,8,256.0,15.6,1344,1212,1265,785,1.61
ASUS,Professional,AMD,8,2.8,NVIDIA,NVIDIA RTX,32,1024.0,15.6,2227,3935,3252,2302,1.41
ASUS,Gaming,AMD,16,4.9,NVIDIA,NVIDIA RTX,32,512.0,14.0,7877,12918,10902,2136,5.1
HP,Basic,Intel,4,2.6,AMD,AMD Radeon,8,128.0,15.6,1026,316,600,393,1.53
HP,Professional,AMD,6,3.1,NVIDIA,NVIDIA GeForce,16,1024.0,14.0,1844,2773,2401,2309,1.04
Lenovo,Basic,Intel,2,2.8,Intel,Intel Iris Xe,4,128.0,16.0,559,541,548,354,1.55
HP,Student,Intel,4,3.2,Intel,Intel Iris Xe,8,256.0,15.6,1286,873,1038,517,2.01
Lenovo,Professional,Intel,12,4.4,NVIDIA,NVIDIA RTX,16,1024.0,13.3,5230,3345,4099,2362,1.74
Apple,Basic,AMD,2,2.1,Intel,Intel Iris Xe,8,128.0,13.3,416,388,399,167,2.39
Apple,Student,AMD,6,2.3,AMD,AMD Radeon,16,512.0,14.0,1371,1223,1282,385,3.33
Acer,Basic,AMD,2,2.6,AMD,AMD Radeon,8,128.0,15.6,514,501,506,310,1.63
Lenovo,Student,Intel,6,3.1,Intel,Intel UHD,16,512.0,14.0,1836,717,1165,841,1.39
Dell,Gaming,Intel,8,5.4,AMD,AMD Radeon,32,512.0,15.6,4306,14069,10164,2512,4.05
MSI,Professional,Intel,8,4.0,AMD,AMD Radeon,32,1024.0,14.0,3234,1991,2488,1031,2.41
HP,Professional,AMD,8,2.7,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,2135,3189,2767,976,2.84
HP,Professional,Intel,12,3.3,NVIDIA,NVIDIA GeForce,32,512.0,15.6,3987,3330,3593,1441,2.49
ASUS,Professional,Intel,8,3.7,AMD,AMD Radeon,16,1024.0,15.6,2925,1306,1954,1156,1.69
Acer,Gaming,Intel,16,4.4,NVIDIA,NVIDIA RTX,32,512.0,15.6,7013,12456,10279,1996,5.15
Acer,Basic,Intel,2,2.0,AMD,AMD Radeon,8,128.0,15.6,396,415,407,527,0.77
HP,Student,AMD,4,3.2,Intel,Intel Iris Xe,8,256.0,15.6,1273,668,910,491,1.85
HP,Basic,AMD,4,1.6,AMD,AMD Radeon,8,128.0,14.0,642,772,720,227,3.17
Lenovo,Professional,Intel,8,4.2,NVIDIA,NVIDIA RTX,16,1024.0,16.0,3372,3734,3589,990,3.63
HP,Gaming,Intel,12,3.1,AMD,AMD Radeon,32,1024.0,17.3,3774,8974,6894,1561,4.42
Acer,Gaming,Intel,12,4.0,AMD,AMD Radeon,16,512.0,14.0,4829,12978,9718,3996,2.43
Dell,Student,Intel,4,3.4,Intel,Intel Iris Xe,8,256.0,15.6,1363,530,863,605,1.43
Lenovo,Basic,Intel,4,2.7,Intel,Intel UHD,8,512.0,14.0,1072,276,595,422,1.41
Dell,Gaming,AMD,16,3.3,AMD,AMD Radeon,32,1024.0,15.6,5242,6869,6218,2645,2.35
Lenovo,Basic,AMD,4,2.2,AMD,AMD Radeon,8,256.0,16.0,896,200,479,385,1.24
Acer,Gaming,AMD,12,4.4,NVIDIA,NVIDIA GeForce,16,512.0,15.6,5322,5901,5669,1985,2.86
Dell,Gaming,AMD,8,3.6,AMD,AMD Radeon,32,1024.0,15.6,2892,12640,8741,1177,7.43
Razer,Student,AMD,4,2.5,Intel,Intel UHD,16,256.0,15.6,981,1434,1253,712,1.76
Lenovo,Gaming,Intel,8,3.3,NVIDIA,NVIDIA RTX,16,2048.0,14.0,2638,5634,4436,1907,2.33
HP,Professional,Intel,8,2.8,NVIDIA,NVIDIA RTX,16,512.0,15.6,2253,1915,2051,1535,1.34
MSI,Basic,Intel,4,2.7,Intel,Intel UHD,8,256.0,15.6,1067,450,697,331,2.11
Lenovo,Basic,AMD,2,1.7,AMD,AMD Radeon,4,128.0,13.3,349,754,592,443,1.34
Razer,Professional,AMD,12,4.0,AMD,AMD Radeon,16,512.0,15.6,4773,3844,4215,1222,3.45
Dell,Student,Intel,4,2.9,Intel,Intel UHD,16,512.0,13.3,1178,503,773,531,1.46
Dell,Professional,Intel,6,3.2,NVIDIA,NVIDIA RTX,16,512.0,16.0,1900,2348,2169,1610,1.35
HP,Student,AMD,6,3.3,AMD,AMD Radeon,8,256.0,14.0,1959,1119,1455,804,1.81
Apple,Basic,AMD,4,2.2,Intel,Intel UHD,8,256.0,15.6,882,322,546,212,2.58
Dell,Gaming,AMD,8,4.2,AMD,AMD Radeon,16,2048.0,14.0,3363,6028,4962,3745,1.32
HP,Student,Intel,6,2.5,Intel,Intel UHD,8,512.0,15.6,1497,1005,1202,388,3.1
HP,Professional,Intel,8,4.0,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,3169,2474,2752,1949,1.41
HP,Basic,Intel,2,2.1,Intel,Intel UHD,4,128.0,14.0,430,513,480,154,3.12
Lenovo,Gaming,Intel,16,4.1,AMD,AMD Radeon,16,512.0,17.3,6488,6232,6334,1256,5.04
Lenovo,Student,AMD,6,2.9,AMD,AMD Radeon,16,256.0,17.3,1727,1215,1420,719,1.97
Lenovo,Student,Intel,6,2.0,Intel,Intel Iris Xe,8,512.0,16.0,1217,1255,1240,769,1.61
Dell,Professional,Intel,6,2.7,NVIDIA,NVIDIA RTX,16,512.0,15.6,1613,2427,2102,1490,1.41
Lenovo,Student,Intel,6,2.5,Intel,Intel Iris Xe,8,256.0,15.6,1506,1109,1268,531,2.39
HP,Student,Intel,6,2.2,AMD,AMD Radeon,8,512.0,14.0,1314,1253,1278,557,2.29
HP,Student,Intel,6,2.7,AMD,AMD Radeon,8,256.0,13.3,1611,1427,1500,836,1.79
MSI,Basic,Intel,2,2.8,AMD,AMD Radeon,8,128.0,17.3,552,694,638,331,1.93
ASUS,Professional,AMD,12,2.7,AMD,AMD Radeon,16,1024.0,16.0,3283,1532,2232,2008,1.11
HP,Professional,Intel,6,4.2,NVIDIA,NVIDIA GeForce,32,512.0,17.3,2518,3002,2808,1846,1.52
ASUS,Gaming,AMD,8,3.6,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2841,13186,9048,1051,8.61
Apple,Basic,Intel,2,2.8,Intel,Intel UHD,4,128.0,15.6,559,659,619,193,3.21
HP,Student,Intel,6,2.8,Intel,Intel UHD,8,256.0,16.0,1691,1013,1284,891,1.44
Lenovo,Gaming,Intel,12,3.6,NVIDIA,NVIDIA GeForce,16,1024.0,13.3,4372,5702,5170,1194,4.33
Acer,Student,Intel,4,3.2,Intel,Intel UHD,8,256.0,16.0,1279,1305,1294,477,2.71
Razer,Student,Intel,4,2.4,AMD,AMD Radeon,8,512.0,14.0,973,1490,1283,757,1.69
Dell,Student,AMD,6,2.8,Intel,Intel Iris Xe,8,256.0,15.6,1659,711,1090,508,2.15
Acer,Gaming,AMD,16,4.8,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,7692,5943,6643,2586,2.57
Dell,Student,Intel,4,3.5,AMD,AMD Radeon,8,256.0,15.6,1384,1442,1419,977,1.45
ASUS,Basic,Intel,2,2.2,AMD,AMD Radeon,8,256.0,13.3,448,570,521,312,1.67
Lenovo,Basic,Intel,2,2.1,AMD,AMD Radeon,8,128.0,17.3,412,717,595,409,1.45
HP,Student,AMD,6,2.2,AMD,AMD Radeon,8,512.0,13.3,1311,1150,1215,473,2.57
Acer,Student,Intel,6,3.4,AMD,AMD Radeon,8,512.0,13.3,2025,889,1343,881,1.52
Dell,Basic,Intel,4,2.4,Intel,Intel Iris Xe,4,256.0,15.6,948,356,593,271,2.19
HP,Student,Intel,6,2.4,AMD,AMD Radeon,8,256.0,14.0,1440,1484,1466,838,1.75
Acer,Basic,AMD,4,2.6,Intel,Intel Iris Xe,8,128.0,13.3,1028,369,633,338,1.87
MSI,Student,Intel,4,2.1,Intel,Intel UHD,8,512.0,14.0,849,549,669,764,0.88
Dell,Student,Intel,6,3.1,AMD,AMD Radeon,8,512.0,16.0,1849,783,1209,518,2.33
MSI,Gaming,Intel,12,3.8,AMD,AMD Radeon,16,512.0,15.6,4597,6132,5518,3553,1.55
Dell,Professional,AMD,8,3.0,NVIDIA,NVIDIA RTX,16,512.0,15.6,2426,3016,2780,922,3.02
Acer,Student,Intel,6,2.4,Intel,Intel Iris Xe,8,256.0,13.3,1415,1226,1302,412,3.16
HP,Basic,Intel,4,2.3,AMD,AMD Radeon,4,256.0,14.0,902,588,713,490,1.46
ASUS,Gaming,Intel,8,4.7,AMD,AMD Radeon,32,512.0,13.3,3790,8992,6911,1619,4.27
ASUS,Student,AMD,4,3.3,Intel,Intel UHD,8,256.0,13.3,1330,978,1118,941,1.19
Acer,Student,Intel,6,2.6,Intel,Intel Iris Xe,8,512.0,15.6,1574,776,1095,734,1.49
HP,Gaming,Intel,8,3.6,AMD,AMD Radeon,16,512.0,15.6,2864,13034,8966,2527,3.55
ASUS,Basic,Intel,4,2.1,AMD,AMD Radeon,8,128.0,13.3,837,446,603,278,2.17
HP,Professional,Intel,12,2.6,AMD,AMD Radeon,16,1024.0,15.6,3147,1322,2052,2251,0.91
Acer,Gaming,AMD,8,4.2,AMD,AMD Radeon,32,512.0,14.0,3337,14325,9929,2945,3.37
MSI,Professional,AMD,12,4.5,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,5354,3869,4463,2314,1.93
Apple,Professional,Intel,8,4.2,NVIDIA,NVIDIA RTX,16,512.0,14.0,3399,2445,2827,2048,1.38
Dell,Student,Intel,4,2.0,Intel,Intel UHD,16,512.0,15.6,812,851,836,616,1.36
ASUS,Basic,AMD,2,2.2,Intel,Intel UHD,8,256.0,15.6,437,736,617,467,1.32
Dell,Student,AMD,4,2.1,Intel,Intel UHD,16,256.0,16.0,846,1057,972,510,1.91
HP,Basic,Intel,2,1.8,Intel,Intel Iris Xe,4,256.0,14.0,352,673,544,331,1.64
Acer,Professional,Intel,6,3.8,AMD,AMD Radeon,16,512.0,15.6,2305,1051,1552,1050,1.48
Acer,Professional,Intel,8,4.3,NVIDIA,NVIDIA RTX,16,512.0,13.3,3480,3657,3586,1023,3.51
Lenovo,Student,Intel,4,3.3,AMD,AMD Radeon,8,512.0,17.3,1314,1461,1402,548,2.56
Lenovo,Student,Intel,6,2.3,AMD,AMD Radeon,16,256.0,14.0,1379,1405,1395,864,1.61
Lenovo,Student,AMD,6,3.2,AMD,AMD Radeon,8,256.0,14.0,1907,1172,1466,915,1.6
HP,Basic,AMD,4,1.7,AMD,AMD Radeon,4,128.0,15.6,681,719,704,353,1.99
Dell,Student,Intel,4,3.0,AMD,AMD Radeon,8,512.0,15.6,1208,1250,1233,645,1.91
Lenovo,Basic,Intel,2,2.5,Intel,Intel Iris Xe,4,128.0,15.6,497,688,612,522,1.17
Acer,Professional,Intel,6,3.5,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2071,3934,3189,1269,2.51
Dell,Student,Intel,6,3.1,Intel,Intel UHD,8,512.0,15.6,1850,542,1065,722,1.48
Dell,Student,Intel,6,2.3,AMD,AMD Radeon,16,512.0,15.6,1370,1393,1384,457,3.03
HP,Gaming,AMD,8,3.0,AMD,AMD Radeon,16,512.0,14.0,2403,5924,4515,2975,1.52
Dell,Gaming,Intel,8,4.8,AMD,AMD Radeon,32,2048.0,15.6,3867,10170,7649,2282,3.35
Dell,Student,Intel,6,3.5,AMD,AMD Radeon,8,256.0,14.0,2074,1011,1436,567,2.53
HP,Gaming,Intel,8,5.4,NVIDIA,NVIDIA RTX,16,1024.0,15.6,4327,11567,8671,3445,2.52
ASUS,Basic,Intel,4,2.6,Intel,Intel UHD,4,128.0,14.0,1033,464,692,306,2.26
Lenovo,Student,Intel,6,3.4,AMD,AMD Radeon,16,512.0,16.0,2030,508,1117,503,2.22
Dell,Professional,Intel,6,3.8,NVIDIA,NVIDIA RTX,32,1024.0,15.6,2261,3873,3228,2175,1.48
Dell,Professional,Intel,8,3.8,NVIDIA,NVIDIA RTX,16,512.0,15.6,3055,3938,3585,2209,1.62
Lenovo,Professional,Intel,6,3.1,AMD,AMD Radeon,16,512.0,13.3,1861,2605,2307,2274,1.01
Lenovo,Professional,Intel,6,4.4,AMD,AMD Radeon,16,512.0,17.3,2669,3428,3124,1313,2.38
Lenovo,Student,Intel,6,2.8,AMD,AMD Radeon,8,512.0,15.6,1689,874,1200,790,1.52
Acer,Basic,Intel,4,2.1,AMD,AMD Radeon,4,256.0,17.3,850,771,803,583,1.38
Lenovo,Student,Intel,6,3.1,Intel,Intel UHD,8,512.0,14.0,1877,794,1227,740,1.66
ASUS,Basic,Intel,2,2.8,AMD,AMD Radeon,8,256.0,14.0,558,794,700,396,1.77
HP,Student,Intel,4,2.4,AMD,AMD Radeon,8,512.0,15.6,962,792,860,884,0.97
Apple,Gaming,AMD,12,3.2,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,3798,14369,10141,2200,4.61
Dell,Basic,Intel,4,2.4,Intel,Intel Iris Xe,4,128.0,17.3,940,715,805,256,3.14
Dell,Basic,AMD,4,2.4,AMD,AMD Radeon,4,128.0,16.0,954,796,859,423,2.03
ASUS,Basic,Intel,4,1.8,Intel,Intel Iris Xe,4,128.0,16.0,710,269,446,402,1.11
Dell,Professional,AMD,6,2.9,NVIDIA,NVIDIA RTX,16,1024.0,13.3,1743,3948,3066,1973,1.55
Dell,Professional,AMD,8,3.9,NVIDIA,NVIDIA RTX,32,512.0,15.6,3158,2345,2670,1928,1.38
Lenovo,Basic,Intel,2,2.0,AMD,AMD Radeon,4,512.0,15.6,397,227,295,378,0.78
Dell,Student,Intel,6,2.2,AMD,AMD Radeon,16,256.0,15.6,1308,1181,1232,621,1.98
Lenovo,Basic,Intel,2,2.2,AMD,AMD Radeon,4,256.0,16.0,448,531,498,336,1.48
ASUS,Basic,Intel,4,2.6,Intel,Intel UHD,4,128.0,15.6,1045,609,783,222,3.53
Lenovo,Professional,Intel,8,3.7,NVIDIA,NVIDIA RTX,16,512.0,15.6,2954,3101,3042,2364,1.29
Dell,Student,Intel,4,3.2,AMD,AMD Radeon,8,256.0,14.0,1274,656,903,540,1.67
HP,Student,Intel,6,2.9,AMD,AMD Radeon,8,256.0,14.0,1754,1410,1547,742,2.08
Acer,Basic,Intel,4,2.3,AMD,AMD Radeon,4,256.0,14.0,911,666,764,464,1.65
HP,Gaming,Intel,12,3.9,AMD,AMD Radeon,32,2048.0,15.6,4736,10442,8160,1182,6.9
HP,Gaming,AMD,8,5.2,AMD,AMD Radeon,32,512.0,14.0,4173,6573,5613,3151,1.78
ASUS,Gaming,Intel,16,5.3,AMD,AMD Radeon,16,2048.0,13.3,8551,6615,7389,1429,5.17
Lenovo,Basic,AMD,2,2.6,Intel,Intel Iris Xe,4,256.0,15.6,516,739,650,418,1.56
Apple,Basic,AMD,2,2.7,Intel,Intel Iris Xe,4,256.0,17.3,532,652,604,364,1.66
Lenovo,Student,Intel,6,2.1,Intel,Intel UHD,8,512.0,15.6,1239,607,860,474,1.81
HP,Gaming,Intel,16,3.9,AMD,AMD Radeon,16,1024.0,15.6,6273,8626,7685,1366,5.63
Dell,Professional,Intel,8,3.1,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2515,3622,3179,1808,1.76
ASUS,Gaming,Intel,12,5.2,AMD,AMD Radeon,32,512.0,15.6,6238,5427,5752,1465,3.93
Lenovo,Gaming,Intel,8,3.2,NVIDIA,NVIDIA GeForce,32,512.0,15.6,2582,7959,5808,2446,2.37
ASUS,Student,AMD,6,2.5,Intel,Intel UHD,8,512.0,14.0,1505,924,1157,468,2.47
Acer,Student,Intel,4,2.9,Intel,Intel Iris Xe,16,256.0,15.6,1144,1478,1344,561,2.4
Lenovo,Student,Intel,6,3.1,Intel,Intel Iris Xe,16,256.0,16.0,1889,831,1254,894,1.4
Apple,Professional,Intel,8,3.8,NVIDIA,NVIDIA GeForce,32,512.0,14.0,3069,2367,2648,1414,1.87
Lenovo,Student,Intel,4,2.4,AMD,AMD Radeon,8,256.0,15.6,958,1152,1074,655,1.64
HP,Professional,AMD,8,2.9,NVIDIA,NVIDIA GeForce,16,1024.0,13.3,2301,3029,2738,1463,1.87
Dell,Student,Intel,4,3.5,AMD,AMD Radeon,8,512.0,15.6,1380,696,970,798,1.22
ASUS,Gaming,Intel,8,3.9,AMD,AMD Radeon,16,512.0,14.0,3107,13209,9168,1520,6.03
MSI,Student,Intel,6,3.1,AMD,AMD Radeon,16,512.0,15.6,1862,787,1217,732,1.66
ASUS,Basic,AMD,2,2.2,AMD,AMD Radeon,8,128.0,15.6,437,575,520,160,3.25
HP,Professional,AMD,8,3.8,NVIDIA,NVIDIA RTX,32,1024.0,13.3,3032,1593,2169,1156,1.88
Lenovo,Gaming,Intel,12,5.1,AMD,AMD Radeon,32,1024.0,13.3,6069,13332,10427,3112,3.35
ASUS,Professional,Intel,8,2.7,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,2157,2879,2590,2178,1.19
Dell,Basic,Intel,4,2.1,Intel,Intel Iris Xe,4,128.0,16.0,835,450,604,424,1.42
ASUS,Basic,AMD,2,2.1,AMD,AMD Radeon,4,256.0,14.0,426,614,539,173,3.12
Acer,Professional,Intel,6,3.8,NVIDIA,NVIDIA RTX,16,1024.0,13.3,2264,3696,3123,2445,1.28
Lenovo,Basic,Intel,4,2.4,Intel,Intel UHD,4,128.0,13.3,974,299,569,511,1.11
HP,Student,AMD,6,2.2,Intel,Intel UHD,8,512.0,17.3,1304,1076,1167,654,1.78
MSI,Student,AMD,6,2.5,AMD,AMD Radeon,8,512.0,14.0,1504,840,1105,406,2.72
HP,Professional,Intel,6,4.1,AMD,AMD Radeon,16,1024.0,13.3,2464,2835,2686,1429,1.88
HP,Student,Intel,4,3.2,Intel,Intel Iris Xe,16,512.0,16.0,1286,865,1034,292,3.54
Dell,Gaming,Intel,12,4.7,AMD,AMD Radeon,32,2048.0,13.3,5631,10072,8295,2300,3.61
Dell,Professional,AMD,6,4.1,NVIDIA,NVIDIA GeForce,32,512.0,14.0,2486,2644,2581,1630,1.58
Acer,Professional,Intel,6,3.3,AMD,AMD Radeon,32,512.0,16.0,2006,1384,1633,2372,0.69
HP,Basic,Intel,4,2.2,AMD,AMD Radeon,8,128.0,16.0,890,511,662,456,1.45
Dell,Basic,Intel,2,1.9,AMD,AMD Radeon,8,512.0,15.6,372,252,300,347,0.86
ASUS,Basic,Intel,4,1.6,Intel,Intel UHD,4,512.0,14.0,650,431,519,458,1.13
Acer,Professional,Intel,8,4.0,NVIDIA,NVIDIA GeForce,16,512.0,14.0,3186,3971,3657,1408,2.6
MSI,Student,Intel,6,3.3,AMD,AMD Radeon,8,512.0,14.0,1961,744,1231,664,1.85
HP,Gaming,AMD,16,5.2,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,8326,12888,11063,2317,4.77
Acer,Basic,Intel,2,2.7,Intel,Intel UHD,4,256.0,15.6,543,773,681,348,1.96
Lenovo,Basic,AMD,4,2.4,AMD,AMD Radeon,4,256.0,15.6,978,592,747,551,1.36
Dell,Professional,AMD,6,3.2,AMD,AMD Radeon,16,512.0,16.0,1943,1519,1689,1672,1.01
HP,Basic,Intel,2,2.7,AMD,AMD Radeon,8,256.0,17.3,545,538,541,154,3.51
Acer,Basic,Intel,4,2.1,Intel,Intel UHD,4,128.0,14.0,830,292,507,393,1.29
Lenovo,Gaming,Intel,8,3.9,NVIDIA,NVIDIA GeForce,16,512.0,13.3,3155,11738,8305,2695,3.08
Acer,Basic,Intel,4,2.2,AMD,AMD Radeon,4,128.0,15.6,881,707,776,383,2.03
HP,Professional,Intel,6,3.3,NVIDIA,NVIDIA RTX,16,1024.0,16.0,2005,1237,1544,2224,0.69
HP,Professional,AMD,8,2.6,NVIDIA,NVIDIA RTX,16,512.0,15.6,2045,1389,1651,1683,0.98
Lenovo,Basic,Intel,2,2.0,AMD,AMD Radeon,4,512.0,15.6,399,215,289,456,0.63
Acer,Professional,Intel,8,2.5,AMD,AMD Radeon,16,1024.0,13.3,2026,3778,3077,2202,1.4
Dell,Student,Intel,4,3.4,Intel,Intel UHD,8,256.0,15.6,1352,1035,1162,722,1.61
Razer,Basic,Intel,2,2.4,AMD,AMD Radeon,4,128.0,14.0,485,559,529,326,1.62
Dell,Gaming,Intel,16,4.7,NVIDIA,NVIDIA RTX,32,512.0,15.6,7566,5594,6383,3569,1.79
HP,Basic,Intel,2,2.5,Intel,Intel UHD,4,128.0,14.0,491,641,581,355,1.64
Dell,Student,Intel,6,3.3,AMD,AMD Radeon,8,256.0,14.0,1986,1257,1548,861,1.8
ASUS,Gaming,Intel,8,4.8,AMD,AMD Radeon,16,512.0,15.6,3801,12677,9126,3094,2.95
Acer,Student,Intel,4,3.2,AMD,AMD Radeon,8,256.0,14.0,1298,699,939,539,1.74
Lenovo,Professional,Intel,6,3.9,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2318,2078,2174,1574,1.38
Acer,Basic,Intel,4,1.7,AMD,AMD Radeon,4,256.0,15.6,671,342,473,511,0.93
MSI,Student,Intel,6,2.0,AMD,AMD Radeon,8,256.0,15.6,1225,722,923,715,1.29
Dell,Gaming,Intel,8,4.8,NVIDIA,NVIDIA GeForce,32,512.0,14.0,3837,8711,6761,3692,1.83
Lenovo,Professional,Intel,8,4.2,NVIDIA,NVIDIA RTX,32,1024.0,13.3,3392,2576,2903,1364,2.13
ASUS,Basic,AMD,4,2.5,Intel,Intel UHD,4,128.0,15.6,992,372,620,512,1.21
Acer,Professional,Intel,6,4.1,AMD,AMD Radeon,16,512.0,13.3,2444,1468,1859,1571,1.18
Lenovo,Professional,Intel,8,3.9,NVIDIA,NVIDIA RTX,32,512.0,14.0,3138,3723,3489,1029,3.39
Apple,Gaming,AMD,12,5.4,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,6460,11066,9224,1582,5.83
